Class,Jm,CBO,LCOM,NOC,RFC,WMC,CLOC/LOC,JTA
org.jfree.chart.renderer.category.LayeredBarRenderer,88.89%,17,2,0,67,55,0.297587131,0
org.jfree.chart.renderer.category.LevelRenderer,100.00%,18,1,0,69,35,0.422413793,0
org.jfree.chart.renderer.category.LineAndShapeRenderer,100.00%,27,2,2,100,80,0.5,0
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,100.00%,16,2,0,54,47,0.441588785,0
org.jfree.chart.renderer.category.ScatterRenderer,100.00%,17,2,0,84,53,0.485169492,0
org.jfree.chart.renderer.category.StackedAreaRenderer,100.00%,18,2,0,46,40,0.308900524,0
org.jfree.chart.renderer.category.StackedBarRenderer,100.00%,25,2,1,57,37,0.322916667,0
org.jfree.chart.renderer.category.StandardBarPainter,100.00%,8,2,0,25,21,0.391025641,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,100.00%,22,2,0,56,54,0.328159645,0
org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,100.00%,21,2,0,71,45,0.336088154,0
org.jfree.chart.renderer.category.WaterfallBarRenderer,100.00%,24,2,0,64,41,0.364130435,0
org.jfree.chart.renderer.xy.AbstractXYItemRenderer,98.15%,85,11,18,209,169,0.359747546,0
org.jfree.chart.renderer.xy.CandlestickRenderer,100.00%,25,2,0,84,77,0.469959947,0
org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,100.00%,21,2,0,53,33,0.345588235,0
org.jfree.chart.renderer.xy.CyclicXYItemRenderer,100.00%,12,1,0,18,36,0.272340426,0
org.jfree.chart.renderer.xy.CyclicXYItemRenderer.OverwriteDataSet,100.00%,6,5,0,16,15,0.581699346,0
org.jfree.chart.renderer.xy.DefaultXYItemRenderer,100.00%,2,0,0,0,0,0.6,0
org.jfree.chart.renderer.xy.DeviationRenderer,100.00%,20,4,1,51,28,0.465909091,0
org.jfree.chart.renderer.xy.DeviationRenderer.State,100.00%,4,0,0,3,1,0.64,0
org.jfree.chart.renderer.xy.DeviationStepRenderer,100.00%,17,1,0,48,31,0.316239316,0
org.jfree.chart.renderer.xy.GradientXYBarPainter,100.00%,9,1,0,33,31,0.307167235,0
org.jfree.chart.renderer.xy.HighLowRenderer,100.00%,21,2,0,53,48,0.440414508,0
org.jfree.chart.renderer.xy.SamplingXYLineRenderer,100.00%,16,2,0,43,20,0.41588785,0
org.jfree.chart.renderer.xy.SamplingXYLineRenderer.State,100.00%,4,1,0,5,2,0.629032258,0
org.jfree.chart.renderer.xy.StackedXYAreaRenderer,100.00%,24,4,0,86,55,0.415754923,0
org.jfree.chart.renderer.xy.StackedXYAreaRenderer.StackedXYAreaRendererState,100.00%,3,4,0,11,8,0.580246914,0
org.jfree.chart.renderer.xy.StackedXYAreaRenderer2,100.00%,21,2,0,47,44,0.30733945,0
org.jfree.chart.renderer.xy.StackedXYBarRenderer,100.00%,24,3,0,56,43,0.3625,0
org.jfree.chart.renderer.xy.StandardXYBarPainter,100.00%,8,2,0,24,21,0.391025641,0
org.jfree.chart.renderer.xy.StandardXYItemRenderer,100.00%,33,1,1,117,91,0.464146023,0
org.jfree.chart.renderer.xy.StandardXYItemRenderer.State,100.00%,3,2,0,6,5,0.655172414,0
org.jfree.chart.renderer.xy.VectorRenderer,100.00%,18,2,0,40,30,0.278625954,0
org.jfree.chart.renderer.xy.WindItemRenderer,100.00%,14,1,0,25,3,0.361904762,0
org.jfree.chart.renderer.xy.XYAreaRenderer,100.00%,30,3,1,102,68,0.388888889,0
org.jfree.chart.renderer.xy.XYAreaRenderer.XYAreaRendererState,100.00%,3,0,0,4,1,0.526315789,0
org.jfree.chart.renderer.xy.XYAreaRenderer2,100.00%,26,2,1,80,32,0.372307692,0
org.jfree.chart.renderer.xy.XYBarRenderer,100.00%,40,7,2,143,125,0.414534289,0
org.jfree.chart.renderer.xy.XYBarRenderer.XYBarRendererState,100.00%,4,1,0,4,3,0.612903226,0
org.jfree.chart.renderer.xy.XYBlockRenderer,100.00%,21,1,0,58,50,0.450934579,0
org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer,100.00%,25,2,0,95,65,0.401515152,0
org.jfree.chart.renderer.xy.XYBubbleRenderer,100.00%,20,2,0,61,30,0.325581395,0
org.jfree.chart.renderer.xy.XYDifferenceRenderer,100.00%,28,4,0,107,92,0.319796954,0
org.jfree.chart.renderer.xy.XYDotRenderer,100.00%,19,2,0,55,30,0.471428571,0
org.jfree.chart.renderer.xy.XYErrorRenderer,100.00%,16,3,0,48,35,0.472067039,0
org.jfree.chart.renderer.xy.XYItemRendererState,100.00%,40,3,6,9,7,0.759689922,0
org.jfree.chart.renderer.xy.XYLineAndShapeRenderer,97.78%,39,3,6,122,107,0.510504202,0
org.jfree.chart.renderer.xy.XYLineAndShapeRenderer.State,100.00%,9,1,2,8,4,0.633333333,0
org.jfree.chart.renderer.xy.XYShapeRenderer,100.00%,24,5,0,80,52,0.518218623,0
org.jfree.chart.renderer.xy.XYSplineRenderer,92.31%,16,2,0,51,46,0.415549598,0
org.jfree.chart.renderer.xy.XYSplineRenderer.FillType,0.00%,2,2,n/a,2,0,0.538461538,0
org.jfree.chart.renderer.xy.XYSplineRenderer.XYSplineState,100.00%,3,0,0,4,1,0.55,0
org.jfree.chart.renderer.xy.XYStepAreaRenderer,100.00%,19,2,0,58,62,0.463654224,0
org.jfree.chart.renderer.xy.XYStepRenderer,100.00%,21,1,0,40,28,0.439215686,0
org.jfree.chart.renderer.xy.YIntervalRenderer,100.00%,21,2,0,52,18,0.465116279,0
org.jfree.chart.swing.AbstractOverlay,100.00%,5,1,1,12,7,0.557377049,0
org.jfree.chart.swing.ApplicationFrame,100.00%,0,7,0,13,9,0.626506024,0
org.jfree.chart.swing.ChartFrame,100.00%,2,1,0,8,4,0.534883721,0
org.jfree.chart.swing.ChartMouseEvent,100.00%,5,3,0,5,4,0.6,0
org.jfree.chart.swing.ChartPanel,100.00%,31,7,1,336,272,0.434170472,0
org.jfree.chart.swing.CrosshairOverlay,90.00%,17,2,0,90,83,0.273267327,0
org.jfree.chart.swing.DefaultSelectionZoomStrategy,11.11%,3,2,0,40,27,0.244791667,0
org.jfree.chart.swing.MouseWheelHandler,100.00%,7,1,0,22,12,0.423913043,0
org.jfree.chart.swing.NumberCellRenderer,100.00%,1,1,0,10,4,0.466666667,0
org.jfree.chart.swing.OverlayChangeEvent,100.00%,3,0,0,2,1,0.692307692,0
org.jfree.chart.swing.PolarChartPanel,100.00%,5,2,0,32,18,0.368421053,0
org.jfree.chart.swing.UIUtils,90.00%,1,5,0,38,13,0.5,0
org.jfree.chart.swing.editor.ChartEditorManager,100.00%,6,1,0,7,4,0.651162791,0
org.jfree.chart.swing.editor.DefaultAxisEditor,100.00%,12,3,1,74,28,0.481865285,0
org.jfree.chart.swing.editor.DefaultChartEditor,100.00%,11,1,0,50,11,0.303370787,0
org.jfree.chart.swing.editor.DefaultChartEditorFactory,100.00%,5,1,0,3,2,0.619047619,0
org.jfree.chart.swing.editor.DefaultLogAxisEditor,85.71%,6,1,0,34,12,0.298076923,0
org.jfree.chart.swing.editor.DefaultNumberAxisEditor,42.86%,7,1,0,42,12,0.182692308,0
org.jfree.chart.swing.editor.DefaultPlotEditor,100.00%,18,1,1,90,67,0.321212121,0
org.jfree.chart.swing.editor.DefaultPolarPlotEditor,77.78%,7,2,0,39,14,0.3,0
org.jfree.chart.swing.editor.DefaultTitleEditor,100.00%,8,1,0,57,19,0.313131313,0
org.jfree.chart.swing.editor.DefaultValueAxisEditor,100.00%,9,2,2,65,33,0.334394904,0
org.jfree.chart.swing.editor.FontChooserPanel,100.00%,2,1,0,39,15,0.293706294,0
org.jfree.chart.swing.editor.FontDisplayField,100.00%,2,1,0,11,5,0.545454545,0
org.jfree.chart.swing.editor.LCBLayout,100.00%,7,5,0,17,28,0.306930693,0
org.jfree.chart.swing.editor.PaintSample,100.00%,5,2,0,15,5,0.46875,0
org.jfree.chart.swing.editor.StrokeChooserPanel,100.00%,4,1,0,16,4,0.530612245,0
org.jfree.chart.swing.editor.StrokeSample,100.00%,3,2,0,22,8,0.447619048,0
org.jfree.chart.text.AttributedStringUtils,100.00%,2,1,0,8,9,0.321428571,0
org.jfree.chart.text.G2TextMeasurer,100.00%,6,1,0,6,2,0.5625,0
org.jfree.chart.text.TextAnchor,80.00%,51,3,n/a,10,8,0.572649573,0
org.jfree.chart.text.TextBlock,100.00%,17,1,0,31,27,0.467532468,0
org.jfree.chart.text.TextBlockAnchor,0.00%,12,2,n/a,2,0,0.52173913,0
org.jfree.chart.text.TextBox,100.00%,9,1,0,61,47,0.44011976,0
org.jfree.chart.text.TextFragment,100.00%,7,1,0,43,28,0.508849558,0
org.jfree.chart.text.TextLine,100.00%,8,1,0,33,24,0.467741935,0
org.jfree.chart.text.TextUtils,100.00%,38,3,0,89,76,0.425531915,0
org.jfree.chart.text.format.HMSNumberFormat,100.00%,1,2,0,8,4,0.6,0
org.jfree.chart.text.format.HexNumberFormat,100.00%,0,2,0,14,9,0.577319588,0
org.jfree.chart.text.format.LogFormat,100.00%,2,2,0,20,20,0.497237569,0
org.jfree.chart.text.format.RelativeDateFormat,100.00%,2,2,0,46,46,0.518599562,0
org.jfree.chart.title.CompositeTitle,100.00%,13,2,0,40,18,0.532163743,0
org.jfree.chart.title.DateTitle,100.00%,7,1,0,12,5,0.76635514,0
org.jfree.chart.title.ImageTitle,100.00%,9,1,0,49,30,0.4204947,0
org.jfree.chart.title.ShortTextTitle,100.00%,9,2,0,41,24,0.387640449,0
org.jfree.chart.title.TextTitle,100.00%,38,1,2,101,99,0.405479452,0
org.jfree.chart.title.Title,100.00%,30,3,5,38,36,0.529411765,0
org.jfree.chart.urls.CustomCategoryURLGenerator,100.00%,4,1,0,16,22,0.405797101,0
org.jfree.chart.urls.CustomPieURLGenerator,100.00%,5,1,0,22,20,0.47133758,0
org.jfree.chart.urls.CustomXYURLGenerator,100.00%,4,1,0,18,22,0.411347518,0
org.jfree.chart.urls.StandardCategoryURLGenerator,100.00%,15,1,0,18,16,0.426470588,0
org.jfree.chart.urls.StandardPieURLGenerator,100.00%,6,1,0,13,13,0.431192661,0
org.jfree.chart.urls.StandardXYURLGenerator,100.00%,7,1,1,8,11,0.47,0
org.jfree.chart.urls.StandardXYZURLGenerator,100.00%,4,1,0,2,1,0.631578947,0
org.jfree.chart.urls.TimeSeriesURLGenerator,100.00%,6,1,0,22,17,0.414285714,0
org.jfree.chart.util.AttrStringUtils,37.50%,5,2,0,33,32,0.3203125,0
org.jfree.chart.util.DefaultShadowGenerator,100.00%,7,1,0,30,28,0.377593361,0
org.jfree.chart.util.DirectionalGradientPaintTransformer,100.00%,1,1,0,16,10,0.488372093,0
org.jfree.chart.util.ExportUtils,100.00%,2,4,0,24,8,0.402515723,0
org.jfree.chart.util.GradientPaintTransformType,0.00%,10,2,n/a,2,0,0.538461538,0
org.jfree.chart.util.PaintAlpha,100.00%,1,1,0,57,27,0.618122977,0
org.jfree.chart.util.StandardGradientPaintTransformer,100.00%,19,1,0,22,16,0.406504065,0
org.jfree.chart.util.StringUtils,100.00%,2,3,0,7,6,0.538461538,0
org.jfree.data.ComparableObjectItem,100.00%,16,2,5,14,13,0.543859649,0
org.jfree.data.ComparableObjectSeries,100.00%,22,1,6,45,50,0.478947368,0
org.jfree.data.DataUtils,100.00%,13,6,0,21,32,0.418269231,0
org.jfree.data.DefaultKeyedValue,100.00%,6,2,0,14,13,0.532110092,0
org.jfree.data.DefaultKeyedValues,100.00%,16,1,0,52,43,0.478142077,0
org.jfree.data.DefaultKeyedValues2D,100.00%,13,1,0,55,56,0.467672414,0
org.jfree.data.DomainOrder,0.00%,13,2,n/a,2,0,0.545454545,0
org.jfree.data.KeyToGroupMap,92.31%,7,1,0,40,34,0.371428571,0
org.jfree.data.KeyedObject,85.71%,3,2,0,11,12,0.458333333,0
org.jfree.data.KeyedObjects,100.00%,6,1,0,35,37,0.47810219,0
org.jfree.data.KeyedObjects2D,100.00%,8,1,0,47,56,0.434679335,0
org.jfree.data.KeyedValueComparator,100.00%,6,1,0,11,18,0.288288288,0
org.jfree.data.KeyedValueComparatorType,0.00%,2,2,n/a,2,0,0.6,0
org.jfree.data.KeyedValues2DItemKey,50.00%,4,1,0,16,13,0.333333333,0
org.jfree.data.KeyedValuesItemKey,50.00%,2,1,0,13,9,0.338235294,0
org.jfree.data.Range,95.65%,139,1,1,29,50,0.498694517,0
org.jfree.data.RangeType,0.00%,3,2,n/a,2,0,0.583333333,0
org.jfree.data.UnknownKeyException,100.00%,20,0,0,2,1,0.615384615,0
org.jfree.data.category.CategoryToPieDataset,100.00%,14,2,0,29,39,0.434108527,0
org.jfree.data.category.DefaultCategoryDataset,100.00%,41,1,1,55,35,0.613445378,0
org.jfree.data.category.DefaultIntervalCategoryDataset,96.97%,10,2,0,49,83,0.469153515,0
org.jfree.data.category.SlidingCategoryDataset,95.00%,7,1,0,40,34,0.52173913,0
org.jfree.data.flow.DefaultFlowDataset,94.12%,8,3,0,50,42,0.445182724,0
org.jfree.data.flow.FlowDatasetUtils,85.71%,5,4,0,19,26,0.448717949,0
org.jfree.data.flow.FlowKey,87.50%,11,3,0,13,14,0.474137931,0
org.jfree.data.flow.NodeKey,85.71%,9,2,0,12,12,0.49,0
org.jfree.data.function.LineFunction2D,100.00%,4,1,0,7,9,0.530120482,0
org.jfree.data.function.NormalDistributionFunction2D,100.00%,3,2,0,10,10,0.483516484,0
org.jfree.data.function.PolynomialFunction2D,100.00%,5,1,0,11,8,0.571428571,0
org.jfree.data.function.PowerFunction2D,100.00%,3,1,0,8,9,0.530120482,0
org.jfree.data.gantt.SlidingGanttCategoryDataset,100.00%,8,1,0,59,61,0.518388792,0
org.jfree.data.gantt.Task,93.75%,13,4,0,27,22,0.518918919,0
org.jfree.data.gantt.TaskSeries,90.91%,11,1,0,28,17,0.496453901,0
org.jfree.data.gantt.TaskSeriesCollection,97.37%,16,1,0,70,64,0.483816014,0
org.jfree.data.gantt.XYTaskDataset,77.42%,11,2,0,49,44,0.518796992,0
org.jfree.data.general.AbstractDataset,100.00%,55,1,15,24,16,0.648044693,0
org.jfree.data.general.AbstractSeriesDataset,100.00%,11,2,3,8,5,0.587301587,0
org.jfree.data.general.DatasetChangeEvent,100.00%,34,1,0,3,2,0.696969697,0
org.jfree.data.general.DatasetUtils,100.00%,63,17,0,135,319,0.368397692,0
org.jfree.data.general.DefaultHeatMapDataset,100.00%,5,3,0,22,32,0.5,0
org.jfree.data.general.DefaultKeyedValueDataset,100.00%,7,1,0,19,20,0.463235294,0
org.jfree.data.general.DefaultKeyedValues2DDataset,100.00%,3,0,0,0,0,0.615384615,0
org.jfree.data.general.DefaultKeyedValuesDataset,100.00%,3,0,0,0,0,0.6,0
org.jfree.data.general.DefaultPieDataset,100.00%,25,1,1,44,29,0.581227437,0
org.jfree.data.general.DefaultValueDataset,100.00%,10,1,0,14,10,0.530864198,0
org.jfree.data.general.HeatMapUtils,100.00%,6,3,0,17,7,0.453333333,0
org.jfree.data.general.Series,100.00%,36,3,6,23,19,0.587912088,0
org.jfree.data.general.SeriesChangeEvent,100.00%,14,0,0,2,1,0.6,0
org.jfree.data.general.SeriesException,100.00%,7,0,0,2,1,0.6,0
org.jfree.data.general.WaferMapDataset,100.00%,5,4,0,31,29,0.551282051,0
org.jfree.data.io.CSV,100.00%,2,1,0,19,16,0.4,0
org.jfree.data.json.JSONUtils,100.00%,4,2,0,17,14,0.354609929,0
org.jfree.data.json.impl.JSONArray,100.00%,3,2,0,16,13,0.431034483,0
org.jfree.data.json.impl.JSONObject,100.00%,3,2,0,24,14,0.462585034,0
org.jfree.data.json.impl.JSONValue,100.00%,5,1,0,25,40,0.477351916,0
org.jfree.data.resources.DataPackageResources,100.00%,0,1,0,1,1,0.5,0
org.jfree.data.resources.DataPackageResources_de,100.00%,0,1,0,1,1,0.473684211,0
org.jfree.data.resources.DataPackageResources_es,100.00%,0,1,0,1,1,0.473684211,0
org.jfree.data.resources.DataPackageResources_fr,100.00%,0,1,0,1,1,0.473684211,0
org.jfree.data.resources.DataPackageResources_pl,100.00%,0,1,0,1,1,0.473684211,0
org.jfree.data.resources.DataPackageResources_ru,100.00%,0,1,0,1,1,0.473684211,0
org.jfree.data.statistics.BoxAndWhiskerCalculator,100.00%,5,1,0,18,19,0.339622642,0
org.jfree.data.statistics.BoxAndWhiskerItem,92.86%,10,9,0,19,26,0.461883408,0
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,97.78%,10,1,2,81,82,0.51092233,0
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,96.43%,9,4,0,51,49,0.518828452,0
org.jfree.data.statistics.DefaultMultiValueCategoryDataset,95.00%,10,1,0,49,41,0.447447447,0
org.jfree.data.statistics.DefaultStatisticalCategoryDataset,96.67%,12,1,0,62,65,0.427876823,0
org.jfree.data.statistics.HistogramBin,88.89%,2,2,0,12,13,0.454545455,0
org.jfree.data.statistics.HistogramDataset,95.45%,9,1,0,43,43,0.518072289,0
org.jfree.data.statistics.HistogramType,0.00%,1,2,n/a,2,0,0.545454545,0
org.jfree.data.statistics.MeanAndStandardDeviation,88.89%,2,1,0,13,15,0.507936508,0
org.jfree.data.statistics.Regression,100.00%,4,3,0,16,36,0.246575342,0
org.jfree.data.statistics.SimpleHistogramBin,91.67%,4,2,0,16,35,0.412037037,0
org.jfree.data.statistics.SimpleHistogramDataset,96.43%,11,4,0,51,43,0.568238213,0
org.jfree.data.statistics.Statistics,100.00%,4,1,0,25,46,0.398416887,0
org.jfree.data.time.DateRange,100.00%,5,2,0,16,9,0.635514019,0
org.jfree.data.time.Day,95.83%,26,2,0,47,31,0.547557841,0
org.jfree.data.time.DynamicTimeSeriesCollection,100.00%,14,1,0,59,90,0.528497409,0
org.jfree.data.time.DynamicTimeSeriesCollection.ValueSequence,100.00%,1,1,0,4,5,0.581395349,0
org.jfree.data.time.FixedMillisecond,100.00%,3,2,0,20,24,0.515837104,0
org.jfree.data.time.Hour,100.00%,11,1,0,51,37,0.53117207,0
org.jfree.data.time.Millisecond,100.00%,8,1,0,46,36,0.494594595,0
org.jfree.data.time.Minute,100.00%,12,2,0,52,36,0.509852217,0
org.jfree.data.time.Month,100.00%,12,2,0,45,47,0.488938053,0
org.jfree.data.time.MovingAverage,100.00%,11,3,0,33,32,0.375,0
org.jfree.data.time.Quarter,100.00%,7,2,0,43,35,0.521410579,0
org.jfree.data.time.RegularTimePeriod,100.00%,42,9,10,34,24,0.679245283,0
org.jfree.data.time.Second,100.00%,11,2,0,52,38,0.5,0
org.jfree.data.time.SimpleTimePeriod,100.00%,8,1,0,15,20,0.460122699,0
org.jfree.data.time.TimePeriodAnchor,0.00%,11,2,n/a,2,0,0.583333333,0
org.jfree.data.time.TimePeriodFormatException,100.00%,7,0,0,2,1,0.642857143,0
org.jfree.data.time.TimePeriodValue,100.00%,6,2,0,15,17,0.523076923,0
org.jfree.data.time.TimePeriodValues,100.00%,8,1,0,44,44,0.442408377,0
org.jfree.data.time.TimePeriodValuesCollection,95.65%,12,1,0,56,41,0.461748634,0
org.jfree.data.time.TimeSeries,100.00%,17,1,0,109,138,0.481647269,0
org.jfree.data.time.TimeSeriesCollection,100.00%,22,2,0,85,71,0.496742671,0
org.jfree.data.time.TimeSeriesDataItem,100.00%,6,2,0,16,15,0.59602649,0
org.jfree.data.time.TimeSeriesTableModel,100.00%,5,6,0,21,26,0.388059701,0
org.jfree.data.time.TimeTableXYDataset,96.97%,14,1,0,67,51,0.578431373,0
org.jfree.data.time.Week,100.00%,5,2,0,50,53,0.466546112,0
org.jfree.data.time.Year,100.00%,22,2,0,32,26,0.587155963,0
org.jfree.data.time.ohlc.OHLC,100.00%,3,4,0,8,13,0.471698113,0
org.jfree.data.time.ohlc.OHLCItem,100.00%,6,2,0,15,11,0.472527473,0
org.jfree.data.time.ohlc.OHLCSeries,100.00%,8,2,0,21,8,0.620689655,0
org.jfree.data.time.ohlc.OHLCSeriesCollection,100.00%,14,3,0,60,40,0.573891626,0
org.jfree.data.xml.CategoryDatasetHandler,100.00%,6,2,0,16,9,0.475,0
org.jfree.data.xml.CategorySeriesHandler,100.00%,5,1,0,17,9,0.433333333,0
org.jfree.data.xml.DatasetReader,100.00%,5,1,0,17,7,0.468468468,0
org.jfree.data.xml.ItemHandler,100.00%,6,1,0,15,11,0.462962963,0
org.jfree.data.xml.KeyHandler,100.00%,4,1,0,18,9,0.5,0
org.jfree.data.xml.PieDatasetHandler,100.00%,6,2,0,15,9,0.486842105,0
org.jfree.data.xml.RootHandler,100.00%,7,1,2,12,10,0.507042254,0
org.jfree.data.xml.ValueHandler,100.00%,4,1,0,18,10,0.45631068,0
org.jfree.data.xy.AbstractIntervalXYDataset,100.00%,19,1,14,9,8,0.5,0
org.jfree.data.xy.AbstractXYDataset,100.00%,17,2,10,6,5,0.519230769,0
org.jfree.data.xy.AbstractXYZDataset,100.00%,4,1,2,3,2,0.5,0
org.jfree.data.xy.CategoryTableXYDataset,100.00%,11,2,0,55,33,0.604105572,0
org.jfree.data.xy.DefaultHighLowDataset,100.00%,6,4,0,24,34,0.581005587,0
org.jfree.data.xy.DefaultIntervalXYDataset,100.00%,11,1,0,39,34,0.610766046,0
org.jfree.data.xy.DefaultOHLCDataset,100.00%,9,3,0,33,29,0.558718861,0
org.jfree.data.xy.DefaultTableXYDataset,100.00%,26,2,0,89,69,0.473684211,0
org.jfree.data.xy.DefaultWindDataset,100.00%,7,2,0,29,26,0.517928287,0
org.jfree.data.xy.DefaultXYDataset,100.00%,17,2,4,33,29,0.563291139,0
org.jfree.data.xy.DefaultXYZDataset,100.00%,12,2,0,36,29,0.587743733,0
org.jfree.data.xy.IntervalXYDelegate,100.00%,14,1,0,38,40,0.566666667,0
org.jfree.data.xy.MatrixSeries,100.00%,6,1,1,14,20,0.552795031,0
org.jfree.data.xy.MatrixSeriesCollection,100.00%,9,1,0,38,23,0.563318777,0
org.jfree.data.xy.NormalizedMatrixSeries,100.00%,1,1,0,12,6,0.642105263,0
org.jfree.data.xy.OHLCDataItem,100.00%,6,6,0,14,17,0.48951049,0
org.jfree.data.xy.Vector,100.00%,4,1,0,10,11,0.494505495,0
org.jfree.data.xy.VectorDataItem,100.00%,6,4,0,15,8,0.534246575,0
org.jfree.data.xy.VectorSeries,100.00%,7,3,0,20,10,0.674796748,0
org.jfree.data.xy.VectorSeriesCollection,100.00%,12,1,0,41,22,0.590733591,0
org.jfree.data.xy.WindDataItem,100.00%,1,3,0,9,14,0.43,0
org.jfree.data.xy.XIntervalDataItem,100.00%,5,2,0,12,8,0.492063492,0
org.jfree.data.xy.XIntervalSeries,100.00%,6,2,0,17,9,0.692307692,0
org.jfree.data.xy.XIntervalSeriesCollection,100.00%,11,1,0,50,27,0.591054313,0
org.jfree.data.xy.XYBarDataset,100.00%,12,2,0,36,29,0.617088608,0
org.jfree.data.xy.XYCoordinate,100.00%,3,1,0,10,17,0.415254237,0
org.jfree.data.xy.XYDataItem,100.00%,4,2,0,21,21,0.519125683,0
org.jfree.data.xy.XYDatasetTableModel,100.00%,6,3,0,20,17,0.647668394,0
org.jfree.data.xy.XYInterval,100.00%,2,5,0,7,14,0.471698113,0
org.jfree.data.xy.XYIntervalDataItem,100.00%,4,2,0,16,12,0.443298969,0
org.jfree.data.xy.XYIntervalSeries,100.00%,8,2,0,21,11,0.7,0
org.jfree.data.xy.XYIntervalSeriesCollection,100.00%,12,1,0,47,27,0.607028754,0
org.jfree.data.xy.XYItemKey,50.00%,3,1,0,17,13,0.336734694,0
org.jfree.data.xy.XYSeries,100.00%,50,1,0,82,100,0.508313539,0
org.jfree.data.xy.XYSeriesCollection,100.00%,50,1,0,97,81,0.466153846,0
org.jfree.data.xy.YInterval,100.00%,2,3,0,5,10,0.48,0
org.jfree.data.xy.YIntervalDataItem,100.00%,4,2,0,12,8,0.46969697,0
org.jfree.data.xy.YIntervalSeries,100.00%,8,2,0,17,9,0.703389831,0
org.jfree.data.xy.YIntervalSeriesCollection,100.00%,12,1,0,42,24,0.592057762,0
org.jfree.data.xy.YWithXInterval,100.00%,2,3,0,5,10,0.506329114,0